number,idx,author_short,year,journal_short,doi,Hyperlink,openalex_id,authors,title,institutions,abstract,match_type,techmax,methmax,contmax,tech|00,tech|01,tech|02,tech|03,tech|04,tech|05,tech|06,tech|07,tech|08,tech|09,tech|10,tech|11,tech|12,tech|13,tech|14,tech|15,tech|16,meth|00,meth|01,meth|02,meth|03,meth|04,meth|05,meth|06,meth|07,meth|08,meth|09,cont|0,cont|1,cont|2,cont|3,cont|4,cont|5,peer-reviewed,openalex_landing_page,toxic,hazard,harm,nickel,chromium,dunite,olivine,ultramafic,serpentine,mafic,basalt,wollastonite,Ni,Cr,keyword_analyzed,cdrlit_meth
23,4340.0,Edwards et al.,2017,BL,10.1098/rsbl.2016.0715,https://doi.org/10.1098/rsbl.2016.0715,W2605254406,David P. Edwards; Felix K. S. Lim; Rachael H. James; Christopher R. Pearce; J. D. Scholes; Robert P. Freckleton; David J. Beerling,Climate change mitigation: potential benefits and pitfalls of enhanced rock weathering in tropical agriculture,"Department of Animal and Plant Sciences, University of Sheffield, Sheffield S10 2TN, UK; Department of Animal and Plant Sciences, University of Sheffield, Sheffield S10 2TN, UK; Ocean and Earth Science, National Oceanography Centre Southampton, University of Southampton, Southampton SO14 3ZH, UK; National Oceanography Centre, University of Southampton Waterfront Campus, European Way, Southampton SO14 3ZH, UK; Department of Animal and Plant Sciences, University of Sheffield, Sheffield S10 2TN, UK; Department of Animal and Plant Sciences, University of Sheffield, Sheffield S10 2TN, UK; Department of Animal and Plant Sciences, University of Sheffield, Sheffield S10 2TN, UK","Restricting future global temperature increase to 2°C or less requires the adoption of negative emissions technologies for carbon capture and storage. We review the potential for deployment of enhanced weathering (EW), via the application of crushed reactive silicate rocks (such as basalt), on over 680 million hectares of tropical agricultural and tree plantations to offset fossil fuel CO 2 emissions. Warm tropical climates and productive crops will substantially enhance weathering rates, with potential co-benefits including decreased soil acidification and increased phosphorus supply promoting higher crop yields sparing forest for conservation, and reduced cultural eutrophication. Potential pitfalls include the impacts of mining operations on deforestation, producing the energy to crush and transport silicates and the erosion of silicates into rivers and coral reefs that increases inorganic turbidity, sedimentation and pH, with unknown impacts for biodiversity. We identify nine priority research areas for untapping the potential of EW in the tropics, including effectiveness of tropical agriculture at EW for major crops in relation to particle sizes and soil types, impacts on human health, and effects on farmland, adjacent forest and stream-water biodiversity.",doi,tech|10,meth|05,cont|5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,yes,https://doi.org/10.1098/rsbl.2016.0715,5,0,2,1,1,0,5,0,0,1,16,1,0,0,1,1
24,46542.0,Fasihnikoutalab,2017,EG,10.1680/jenge.15.00018,https://doi.org/10.1680/jenge.15.00018,W2995780155,Mohammad Hamed Fasihnikoutalab,Utilization of olivine for soil stabilization,,"Soil stabilization is a common technique used for ground improvement. This promising technique uses cement and lime for construction purposes to enhance soil stability. However, binder production increases carbon dioxide (CO2) in the atmosphere per year. Therefore, sustainable materials for soil stabilization that are cost effective and not damaging to the surrounding soil upon treatment should be identified. Olivine [(Mg,Fe)2SiO4] is a sustainable material that can naturally capture CO2 in the atmosphere to form carbonated mineral. Furthermore, the chemical compositions of olivine are high amounts of magnesium oxide (MgO) and silicon oxide (SiO), as well as an adequate amount of silicon dioxide (SiO2), which make olivine a good candidate for soil stabilization in terms of hydration and pozzolanic reaction.This study aimed to address some issues about the use of olivine as a new sustainable material for soil stabilization through CO2 sequestration and in the presence of sodium hydroxide (NaOH), an alkaline activator. To identify the applicability of olivine-treated soil, the unconfined compressive strength (UCS), scanning electron microscopy (SEM), energy-dispersive X-ray spectroscopy (EDX), Fourier transform infrared spectroscopy (FTIR), and X-ray diffraction (XRD) analyses were carried out on pure soil and olivine-treated soil before and after carbonation and in the presence of NaOH. The four specific objectives of this study are as follows. First is to investigate the mechanical and engineering behaviors of olivine-treated soil with different olivine contents at different curing times. Second is to determine the function of the carbonated olivine on the stability of soil at two different carbon pressures in different carbonation periods through the physical model in the laboratory.Third is to evaluate the effect of olivine in the presence of NaOH on soil stability and to identify the role of olivine as a source binder and NaOH as an activator of silicon and aluminum of olivine for soil stabilization at different curing times. Fourth and last is to examine the beneficial function of NaOH on the stability of carbonating olivine-treated soil at two different CO2 pressures with different carbonation periods based on geotechnical and microstructure analyses. In the first stage, mechanical and microstructure results confirmed that olivine changed the engineering properties of soil and increased soil stability up to 1.4 times more than untreated soil. In the second stage, the UCS of 20% olivine carbonated increased the strength of soil at high CO2 pressure after long carbonation period. The SEM analysis of 20% olivine-treated soil indicated that carbonated olivine decreased the soil discontinuity as a result of hydration and carbonation of MgO to produce Mg(OH)2 and MgCO3. The XRD analysis confirmed this indication. In the third stage, the results presented that the 20% olivine treated soil in the presence of 10 M NaOH increased the UCS of the soil after long curing time.Moreover, the SEM analysis confirmed the dissolution of olivine through the NaOH to have a homogenous soil structure. The EDX analysis demonstrated that when the Na/Al and Si/Al ratios increased, the soil strength also increased. The FTIR analysis showed the peaks of Si-O-Al, Si-O, Al-O, C-O, -OH, and H-O-H to establish the functions of NaOH and olivine as an activator and good source binder, respectively. In the final stage, carbonation of olivine-treated soil in the presence of NaOH at different pressures and different carbonation periods increased the strength of 20% olivine-treated soil to 6MPa. The following results were obtained: First, the use of 20% of olivine as a sustainable material for soil stabilization is noteworthy but it cannot sufficiently increase the strength of the soil. Second, the carbonation of olivine-treated soil increased the soil mechanical properties. Third, olivine acted as a source binder in the presence of NaOH to stabilize the soil. Finally, when the potential capacity of olivine carbonation in the presence of NaOH increased, the soil strength increased. This research discover that olivine can be used as a new stabilizer for soil improvement.",author,tech|10,meth|01,cont|5,0.04,0.01,0.02,0.04,0.17,0.02,0.02,0.01,0.02,0.04,0.91,0.03,0.01,0.01,0.02,0.03,0.01,0.0,0.99,0.02,0.02,0.0,0.06,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,yes,http://psasir.upm.edu.my/id/eprint/70202/,0,0,0,0,0,0,172,0,5,0,1,0,0,0,1,1
25,46574.0,Kantola et al.,2017,BL,10.1098/rsbl.2016.0714,https://doi.org/10.1098/rsbl.2016.0714,W2605333753,I. B. Kantola; Michael D. Masters; David J. Beerling; Stephen P. Long; Evan H. DeLucia,Potential of global croplands and bioenergy crops for climate change mitigation through deployment for enhanced weathering,"Institute for Sustainability, Energy, and Environment, University of Illinois at Urbana-Champaign, Urbana, IL 61801, USA; Institute for Sustainability, Energy, and Environment, University of Illinois at Urbana-Champaign, Urbana, IL 61801, USA; Department of Animal and Plant Sciences, Western Bank, University of Sheffield, Sheffield S10 2TN, UK; Carl R. Woese Institute for Genomic Biology, University of Illinois at Urbana-Champaign, Urbana, IL 61801, USA; Institute for Sustainability, Energy, and Environment, University of Illinois at Urbana-Champaign, Urbana, IL 61801, USA","Conventional row crop agriculture for both food and fuel is a source of carbon dioxide (CO2) and nitrous oxide (N2O) to the atmosphere, and intensifying production on agricultural land increases the potential for soil C loss and soil acidification due to fertilizer use. Enhanced weathering (EW) in agricultural soils-applying crushed silicate rock as a soil amendment-is a method for combating global climate change while increasing nutrient availability to plants. EW uses land that is already producing food and fuel to sequester carbon (C), and reduces N2O loss through pH buffering. As biofuel use increases, EW in bioenergy crops offers the opportunity to sequester CO2 while reducing fossil fuel combustion. Uncertainties remain in the long-term effects and global implications of large-scale efforts to directly manipulate Earth's atmospheric CO2 composition, but EW in agricultural lands is an opportunity to employ these soils to sequester atmospheric C while benefitting crop production and the global climate.",doi,tech|10,meth|05,cont|5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,yes,https://doi.org/10.1098/rsbl.2016.0714,1,0,0,0,0,0,0,0,0,0,40,0,1,0,1,1
26,,Lawford-Smith & Currie,2017,BL,10.1098/rsbl.2016.0859,https://doi.org/10.1098/rsbl.2016.0859,,,Accelerating the carbon cycle: The ethics of enhanced weathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,2,15,1,0,0,0,2,0,0,0,0,0,0,0,1,0
27,4347.0,Pidgeon et al.,2017,BL,10.1098/rsbl.2017.0024,https://doi.org/10.1098/rsbl.2017.0024,W2604523102,Nick Pidgeon; Elspeth Spence,Perceptions of enhanced weathering as a biological negative emissions option,"Leverhulme Centre for Climate Change Mitigation, University of Sheffield, Sheffield S10 2TN, UK; Understanding Risk Research Group, School of Psychology, Cardiff University and the Leverhulme Centre for Climate Change Mitigation, Cardiff CF10 3AT, UK; Leverhulme Centre for Climate Change Mitigation, University of Sheffield, Sheffield S10 2TN, UK; Understanding Risk Research Group, School of Psychology, Cardiff University and the Leverhulme Centre for Climate Change Mitigation, Cardiff CF10 3AT, UK","This paper addresses the social acceptability of enhanced weathering, a technology that would involve spreading silicate particles over terrestrial surfaces in order to boost the biological processes that currently sequester CO 2 as part of the earth's natural carbon cycle. We present the first exploration of British attitudes towards enhanced weathering, using an online survey ( n = 935) of a representative quota sample of the public. Baseline awareness of weathering was extremely low. Many respondents remained undecided or neutral about risks, although more people support than oppose weathering. Factors predicting support for weathering and its research included feelings about the technology and trust in scientists. Over half of the sample agrees that scientists should be able to conduct research into effectiveness and risks, but with conditions also placed upon how research is conducted, including the need for scientific independence, small-scale trials, strict monitoring, risk minimization and transparency of results. Public engagement is needed to explore in more detail why particular individuals feel either positive or negative about weathering, and why they believe particular conditions should be applied to research, as part of wider responsible research and innovation processes for biological and other types of negative emissions technologies.",doi,tech|10,meth|08,cont|3,0.02,0.01,0.01,0.01,0.05,0.01,0.02,0.01,0.01,0.02,0.74,0.04,0.02,0.01,0.05,0.04,0.01,0.06,0.06,0.04,0.2,0.03,0.08,0.08,0.46,0.51,0.05,0.06,0.05,0.12,0.87,0.09,0.11,yes,https://doi.org/10.1098/rsbl.2017.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
28,,Pourakbar et al.,2017,GI,10.1680/jgein.17.00021,https://doi.org/10.1680/jgein.17.00021,,,Soil reinforcement through addition and subsequent carbonation of wollasonite microfibres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,0,0,0,0,0,0,7,0,1,0,0,46,0,0,1,0
29,,Renforth & Henderson,2017,RoG,10.1002/2016rg000533,https://doi.org/10.1002/2016rg000533,,,Assessing ocean alkalinity for carbon sequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,2,0,3,0,0,1,23,0,0,0,0,2,0,0,1,0
30,5970.0,Schuiling,2017,SRP,10.4236/ns.2017.91002,https://doi.org/10.4236/ns.2017.91002,W2007579322,R. D. Schuiling,Climate Change and CO&amp;lt;sub&amp;gt;2&amp;lt;/sub&amp;gt; Removal from the Atmosphere,,"Several methods have been proposed in recent years to counteract climate change and ocean acidification by removing CO2 from the atmosphere (Carbon Dioxide Removal). The most versatile and widely applicable of these methods is enhanced weathering of olivine, which is capable of removing billions of tons of CO2 from the atmosphere at moderate cost compared to the high cost of Carbon Capture and Storage (CCS). Despite its disadvantages, CCS is still the favored solution of many governments. Many misunderstandings of the potential of enhanced weathering persist. This paper addresses some of these misunderstandings, mainly caused by models which ignore established facts.",author,tech|11,meth|05,cont|5,0.18,0.01,0.03,0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.77,0.99,0.01,0.01,0.02,0.07,0.01,0.01,0.01,0.07,0.02,0.01,0.84,0.01,0.01,0.04,0.04,0.01,0.0,0.01,0.0,0.08,0.92,yes,https://doi.org/10.4236/ns.2014.69065,0,0,0,1,0,11,30,0,2,0,1,0,0,0,1,1
31,,Taylor et al.,2017,BL,10.1098/rsbl.2016.0868,https://doi.org/10.1098/rsbl.2016.0868,,,Simulating carbon capture by enhanced weathering with croplands: An overview of key processes highlighting areas of future model development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,1,0,0,0,0,0,2,0,0,0,6,0,0,0,1,0
32,,Weber et al.,2017,AG,10.1016/j.apgeochem.2017.06.011,https://doi.org/10.1016/j.apgeochem.2017.06.011,,,Effects of Synechococcus sp. cyanobacteria inert biomass on olivine dissolution: Implications for the application of enhanced weathering methods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,1,0,0,0,0,2,96,3,3,2,5,4,1,1,1,0
33,3907.0,Alcalde et al.,2018,IJGGC,10.1016/j.ijggc.2018.06.021,https://doi.org/10.1016/j.ijggc.2018.06.021,W2810154966,Juan Alcalde; Pete Smith; R. Stuart Haszeldine; Clare E. Bond,The potential for implementation of Negative Emission Technologies in Scotland,"Barcelona-CSI, Institute of Marine Sciences - CSIC, Barcelona, Spain; ClimateXChange, Edinburgh, UK; Department of Geology and Petroleum Geology, University of Aberdeen, Aberdeen, UK; ClimateXChange, Edinburgh, UK; Institute of Biological and Environmental Sciences, University of Aberdeen, Aberdeen, UK; School of Geosciences, University of Edinburgh, Edinburgh, UK; ClimateXChange, Edinburgh, UK; Department of Geology and Petroleum Geology, University of Aberdeen, Aberdeen, UK","The reduction of anthropogenic greenhouse gas emission rates alone appears insufficient to limit the rise in global temperatures. Negative Emission Technologies (NETs) can be helpful in this critical goal by actively removing CO2 from the atmosphere. Industrialised countries like Scotland will require NETs to address their climate targets and reach net-zero carbon emissions in a timely manner. However, the implementation of NETs has varied energy, economic and environmental implications that need to be analysed in detail. In this paper, we explore the potential energy and economic costs for implementation of land-based NETs in Scotland. This analysis is based on the calculated averaged costs of the different technologies and the availability of resources for its implementation in Scotland. We found that the country has a maximum technical potential to abate 90–100% of its annual CO2 emissions by means of land-based NETs, thanks to its low annual emissions and large land area for implementation of NETs. Even in less optimistic scenarios, Scotland is exceptionally well suited for land NETs, which can complement and enhance the potential of more conventional technologies, like renewable energy resources. Our results show that Scotland could lead the transformation towards a carbon-neutral society.",doi,tech|01,meth|03,cont|4,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,yes,https://doi.org/10.1016/j.ijggc.2018.06.021,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1
